326379;1553957;1553957;Ruecklaeufer;
326381;603688;0603688026611854;2942;
326394;2475705;2475705;Ruecklaeufer;
326404;1662584;1662584;Ruecklaeufer;
326406;3277605;3277605004514815;Ruecklaeufer;
326407;2079655;2079655013725699;Ruecklaeufer;
326408;2697407;2697407003450001;Ruecklaeufer;
326413;3044922;3660398501021;Ruecklaeufer;
326430;1721125;1721125017613616;2945;
326437;3595055;3595055;Ruecklaeufer;
326455;385658;0385658;Ruecklaeufer;
326457;2399657;2399657180304678;Ruecklaeufer;
326461;1086636;1086636022689052;2953;
326465;1071190;1071190028216967;2953;
326469;2396091;2396091;2953;
326470;56481;0056481;2953;
326473;103614;0103614;2953;
326478;1286269;1286269;Ruecklaeufer;
326480;2124626;2124626005909471;Ruecklaeufer;
326482;3131448;3131448;Ruecklaeufer;
326484;2371540;2371540012068852;Ruecklaeufer;
326491;1532308;1532308;Ruecklaeufer;
326506;3181799;3181799008670548;2957;
326510;2747913;2747913016018939;2957;
326512;3595048;3595048;2957;
326527;1223338;1223338017020374;2957;
326528;98178;0098178;2957;
326531;3391315;3391315;2957;
326537;431486;0431486020508058;2962;
326538;3046281;3046281003466106;2962;
326546;1462167;1462167;2962;
326550;2621936;2621936;2962;
326552;1557396;1557396037646244;2962;
326556;1281476;1281476;2962;
326561;1649458;1649458003026990;2962;
326580;1620483;1620483043307773;Ruecklaeufer;
326582;1620483;1620483043308411;Ruecklaeufer;
326583;1620483;1620483043314627;Ruecklaeufer;
326584;1620483;1620483043307629;Ruecklaeufer;
326585;1620483;1620483043307766;Ruecklaeufer;
326596;1281500;1281500;2967;
326599;1085141;1085141041397648;2967;
326600;1516582;1516582106473764;2967;
326612;2399772;2399772003725581;Ruecklaeufer;
326613;826032;0826032;Ruecklaeufer;
326616;1435742;1435742;2970;
326622;1552017;1552017076808633;2970;
326625;2205706;2205706002449737;2970;
326629;2329969;2329969;2970;
326630;1676634;1676634;2970;
326638;3001880;3001880;Ruecklaeufer;
326639;132548;0132548;Ruecklaeufer;
326649;2895175;2895175170021422;2973;
326651;1399666;1399666;2973;
326652;104869;0104869;2973;
326656;129908;0129908066666458;2973;
326657;818708;0818708119355608;2973;
326659;1743822;1743822;2973;
326661;2329969;2329969;Ruecklaeufer;
326665;817940;0817940008676178;2978;
326666;3150158;3150158;2978;
326667;891416;0891416019766242;2978;
326668;2542462;2542462018848435;2978;
326688;1464114;1464114010260017;Ruecklaeufer;
326689;3404316;3404316;Ruecklaeufer;
326695;2720738;2720738002664562;Ruecklaeufer;
326703;1688951;1688951063995149;2981;
326705;3158243;3158243000943879;2981;
326714;430892;0430892009340990;2981;
326720;109074;0109074009110763;Ruecklaeufer;
326727;46177;0046177004619469;2984;
326742;1543305;1543305074668475;2989;
326747;486225;0486225015499908;2989;
326748;90225;0090225;2989;
326755;2258580;2258580001338559;Ruecklaeufer;
326757;3134020;3134020;Ruecklaeufer;
326761;2993343;2993343;Ruecklaeufer;
326765;2983799;2983799;Ruecklaeufer;
326767;48942;0048942022051670;2992;
326770;820076;0820076;2992;
326778;2662666;2662666002498238;2992;
326779;100974;0100974043815282;2992;
326781;119198;0119198013886555;2992;
326782;2950848;2950848003983032;2992;
326786;1791078;1791078009391513;Ruecklaeufer;
326788;1724772;1724772170036973;Ruecklaeufer;
326790;1092857;1092857033897590;Ruecklaeufer;
326797;2578177;2578177009524063;2995;
326801;2595528;2595528007026917;2995;
326814;3142304;3142304;Ruecklaeufer;
326830;284489;0284489;3000;
326832;2962975;2962975;3000;
326838;2475689;2475689;Ruecklaeufer;
326842;2129070;2129070;Ruecklaeufer;
326844;431569;0431569126948789;3003;
326850;2452589;2452589;3003;
326851;2437176;2437176001322121;3003;
326864;662502;0662502;3010;
326867;842153;0842153012463610;Ruecklaeufer;
326875;2052561;2052561;Ruecklaeufer;
326876;1766278;1766278172637850;Ruecklaeufer;
326878;1609155;1609155;Ruecklaeufer;
326879;2202372;2202372172330552;Ruecklaeufer;
326880;2202372;2202372172330583;Ruecklaeufer;
326907;1559673;1559673008583592;3013;
326919;1755123;1755123035773227;3013;
326921;860890;0860890021044220;3013;
326931;675835;0675835042232809;3016;
326935;1321850;1321850;3016;
326937;278192;0278192142801641;3016;
326943;1197797;1197797019744392;3016;
326956;2246577;2246577002736755;3016;
326960;2689933;2689933;3016;
326962;110759;110759;3016;
326978;3181815;3181815004934801;3021;
326979;2565950;2565950;3021;
326981;3570991;5425003041358;3021;
326982;820076;0820076;3021;
326985;121012;0121012062325542;3021;
326996;1590868;1590868;Ruecklaeufer;
326997;1590868;1590868;Ruecklaeufer;
326998;817718;0817718;Ruecklaeufer;
326999;2179497;2179497;Ruecklaeufer;
327000;1622596;1622596008394539;Ruecklaeufer;
327001;2411833;2411833;Ruecklaeufer;
327011;1513936;1513936;Ruecklaeufer;
327026;1430636;1430636054340386;Ruecklaeufer;
327027;1430636;1430636054340881;Ruecklaeufer;
327028;1430636;1430636054339953;Ruecklaeufer;
327029;1430636;1430636054340805;Ruecklaeufer;
327030;1430636;1430636054340799;Ruecklaeufer;
327031;1430636;1430636054339854;Ruecklaeufer;
327042;1569375;1569375130217297;3024;
327046;3073319;3073319;3024;
327047;2895266;2895266170029546;3024;
327048;275446;0275446105231321;3024;
327049;398610;0398610004064605;3024;
327057;109058;0109058002603071;3024;
327069;1356575;1356575130229964;3027;
327086;2116473;2116473007012941;3032;
327094;1799931;1799931026018394;3032;
327095;2605517;2605517002551940;3032;
327105;2535615;2535615;Ruecklaeufer;
327106;3090693;3090693;Ruecklaeufer;
327107;324095;0324095;Ruecklaeufer;
327112;2990182;2990182;Ruecklaeufer;
327113;2990182;2990182;Ruecklaeufer;
327114;2622330;2622330170410973;Ruecklaeufer;
327124;431486;0431486020523013;3038;
327126;812909;0812909008170401;3038;
327140;1463710;1463710015418425;3038;
327145;53397;0053397003009690;3038;
327148;2549384;2549384;3038;
327149;1127299;1127299;3038;
327156;1493618;1493618009975545;3041;
327160;1321413;1321413007254319;3041;
327161;2612315;2612315006751287;3041;
327166;1762269;1762269;3041;
327167;119180;0119180022282817;3041;
327170;40428;0040428018156119;3041;
327174;316521;0316521;3041;
327177;1593102;1593102011835557;Ruecklaeufer;
327202;1596915;1596915;3044;
327207;3163805;3163805;3044;
327211;72298;0072298;3044;
327212;2544997;2544997046243702;Ruecklaeufer;
327213;3391281;3391281;Ruecklaeufer;
327214;3391281;3391281;Ruecklaeufer;
327215;3391281;3391281;Ruecklaeufer;
327217;1766252;1766252175158888;Ruecklaeufer;
327219;2741981;2741981;Ruecklaeufer;
327220;112730;112730;3047;
327225;2086809;2086809007239239;3047;
327232;3129178;3129178;Ruecklaeufer;
327234;1132885;1132885052859180;Ruecklaeufer;
327235;1132885;1132885052881921;Ruecklaeufer;
327236;1132885;1132885052860704;Ruecklaeufer;
327237;1132885;1132885052860766;Ruecklaeufer;
327250;134866;0134866;3050;
327251;2267078;2267078;3050;
327252;56028;0056028051140888;3050;
327253;1115716;1115716021366046;3050;
327258;850263;0850263024989318;3050;
327259;850263;0850263024989370;3050;
327260;54692;0054692008521062;3050;
327261;2546976;2546976005834432;Ruecklaeufer;
327276;1221530;1221530008975492;3055;
327287;1488717;1488717;3055;
327289;1784164;1784164003290362;3055;
327292;2549301;2549301005187757;Ruecklaeufer;
327296;2369999;2369999083419431;Ruecklaeufer;
327299;57190;0057190;Ruecklaeufer;
327301;1286285;1286285;Ruecklaeufer;
327305;125815;0125815;3058;
327309;860932;0860932;3058;
327313;3181773;3181773016391923;3058;
327314;2321735;2321735033054587;3058;
327317;1406107;1406107;3058;
327318;198036;0198036106940876;3058;
327319;1410471;1410471005422188;3058;
327320;2052561;2052561;Ruecklaeufer;
327330;257741;0257741800127400;Ruecklaeufer;
327347;2612406;2612406013819791;Ruecklaeufer;
327353;1132885;1132885052859753;Ruecklaeufer;
327365;812461;0812461015586250;3069;
327370;666669;0666669;3069;
327374;1641018;1641018023705152;Ruecklaeufer;
327390;1632272;1632272;Ruecklaeufer;
327391;1632272;1632272;Ruecklaeufer;
327396;2769420;2769420003696251;Ruecklaeufer;
327401;1132885;1132885052859760;Ruecklaeufer;
327402;1132885;1132885052859708;Ruecklaeufer;
327403;1132885;1132885052859883;Ruecklaeufer;
327404;1132885;1132885052859951;Ruecklaeufer;
327405;1132885;1132885052860575;Ruecklaeufer;
327406;1132885;1132885052881914;Ruecklaeufer;
327407;1132885;1132885052859821;Ruecklaeufer;
327414;103861;0103861022910182;3077;
327419;129114;129114;3077;
327422;253146;0253146006328592;3077;
327425;129114;129114;3077;
327430;132472;0132472;3077;
327436;2244911;2244911009631507;3077;
327437;1654086;1654086;3077;
327439;1524305;1524305;3077;
327440;290577;0290577;3077;
327441;41020;0041020009572237;3077;
327443;1713023;1713023108203863;3077;
327444;2275873;2275873002419486;3077;
327445;41020;0041020009572299;3077;
327446;1547447;1547447;3077;
327448;2969913;2969913010865263;Ruecklaeufer;
327451;16188;0016188024083627;Ruecklaeufer;
327452;1571306;1571306;Ruecklaeufer;
327453;2697407;2697407003484242;Ruecklaeufer;
327455;1286269;1286269;Ruecklaeufer;
327458;2520989;2520989009483386;Ruecklaeufer;
327460;2520989;2520989009483393;Ruecklaeufer;
327461;1638311;1638311;Ruecklaeufer;
327462;1638311;1638311;Ruecklaeufer;
327463;2605475;2605475014681089;Ruecklaeufer;
327467;2159291;2159291005942641;3080;
327470;1281492;1281492018600226;3080;
327477;90225;0090225;3080;
327482;2973816;2973816;3080;
327485;1555606;1555606;Ruecklaeufer;
327490;2216208;2216208005566870;3083;
327492;1337286;1337286032453535;3083;
327493;1482223;1482223;3083;
327494;278192;0278192141558812;3083;
327496;1468164;1468164136918527;3083;
327497;3019189;3019189003723792;3083;
327499;1745496;1745496010481794;3083;
327500;1468164;1468164136918282;3083;
327502;1482223;1482223;3083;
327510;2605319;2605319;3088;
327512;1028190;1028190;3088;
327513;2734531;2734531004113921;3088;
327515;1462167;1462167;3088;
327516;835066;0835066021725450;3088;
327519;2071538;2071538002408453;3088;
327520;1361526;1361526037073121;3088;
327522;75986;0075986;3088;
327523;75986;0075986;3088;
327535;2663508;2663508018414163;Ruecklaeufer;
327537;2663508;2663508018414170;Ruecklaeufer;
327540;2605475;2605475014681133;Ruecklaeufer;
327541;1349430;1349430;Ruecklaeufer;
327543;2048254;2048254;Ruecklaeufer;
327548;817346;0817346;Ruecklaeufer;
327556;1662584;1662584;Ruecklaeufer;
327565;2993335;2993335;Ruecklaeufer;
327568;2720738;2720738002664685;Ruecklaeufer;
327569;2219566;2219566006892037;Ruecklaeufer;
327570;52589;0052589;Ruecklaeufer;
327573;3562345;3562345005542534;Ruecklaeufer;
327574;3562345;3562345005542527;Ruecklaeufer;
327575;3562345;3562345005542510;Ruecklaeufer;
327578;55699;0055699055868156;3092;
327579;2159309;2159309009381776;3092;
327581;2612406;2612406013819487;3092;
327584;847806;0847806016801326;3092;
327587;1181288;1181288011189964;3092;
327593;55699;0055699055806097;3092;
327595;1432855;1432855034137442;3092;
327598;444166;0444166037574263;3092;
327599;674242;0674242;3092;
327602;895540;0895540050950370;3092;
327604;1766278;1766278172638833;Ruecklaeufer;
327605;2883122;2883122011411121;Ruecklaeufer;
327608;1440452;1440452018495537;3095;
327609;2833036;2833036;3095;
327617;1569375;1569375130218263;3095;
327620;2525467;2525467009521277;3095;
327622;1676758;1676758065228399;3095;
327635;43265;0043265016333138;3095;
327637;119180;0119180022283050;3095;
327638;1406321;1406321;3095;
327641;2548444;2548444022052118;3095;
327642;1103167;1103167046438013;3095;
327643;1280353;1280353005944130;3095;
327644;37200;0037200;3095;
327652;78105;0078105012106786;3099;
327654;2833036;2833036;3099;
327655;48942;0048942022433469;3099;
327663;123828;0123828;3099;
327665;129114;129114;3099;
327666;1075043;1075043;3099;
327667;3562345;3562345005542503;Ruecklaeufer;
327670;3067063;3067063;Ruecklaeufer;
327671;3067063;3067063;Ruecklaeufer;
327672;2623759;2623759;Ruecklaeufer;
327674;2990174;2990174;Ruecklaeufer;
327676;1727031;1727031;Ruecklaeufer;
327677;1727031;1727031;Ruecklaeufer;
327678;3391281;3391281;Ruecklaeufer;
327679;3391281;3391281;Ruecklaeufer;
327680;3391281;3391281;Ruecklaeufer;
327681;17301;0017301030504118;Ruecklaeufer;
327683;3183092;3183092106810846;3102;
327689;1732130;1732130022287086;3102;
327697;2990166;2990166;3102;
327698;63362;0063362008157810;3102;
327699;63362;0063362008165242;3102;
327705;1204692;1204692016037098;Ruecklaeufer;
327706;391292;0391292030143553;Ruecklaeufer;
327723;287706;0287706000881881;3105;
327724;3337359;3337359002719802;3105;
327729;2554095;2554095023628041;3105;
327732;600262;0600262053808987;3105;
327738;2908721;2908721;Ruecklaeufer;
327741;226464;0226464;Ruecklaeufer;
327751;1695691;1695691;Ruecklaeufer;
327752;1695691;1695691;Ruecklaeufer;
327753;1695691;1695691;Ruecklaeufer;
327756;2312601;2312601002256936;3111;
327759;439216;0439216;3111;
327760;1085141;1085141042716677;3111;
327761;1085141;1085141042716660;3111;
327762;41772;0041772010997768;3111;
327764;61747;0061747021981666;3111;
327765;808410;0808410008942310;3111;
327769;2572477;2572477046182537;3111;
327771;2312601;2312601002256967;3111;
327772;1596980;1596980006381794;Ruecklaeufer;
327773;2990729;2990729010018338;Ruecklaeufer;
327775;2680353;2680353003312132;Ruecklaeufer;
327776;2430387;2430387013451229;Ruecklaeufer;
327777;1111426;1111426037268961;Ruecklaeufer;
327781;2574812;2574812034618274;Ruecklaeufer;
327783;1609155;1609155;Ruecklaeufer;
327785;2622355;2622355170014099;Ruecklaeufer;
327790;2074987;2074987017802348;Ruecklaeufer;
327792;2566735;2566735008341682;Ruecklaeufer;
327798;1638311;1638311;Ruecklaeufer;
327799;1638311;1638311;Ruecklaeufer;
327800;817718;0817718;Ruecklaeufer;
327801;491290;0491290;Ruecklaeufer;
327802;105361;0105361;Ruecklaeufer;
327817;2745610;2745610004483657;3115;
327818;2692010;2692010030155754;3115;
327825;2561538;2561538003957156;3119;
327826;98194;0098194;3119;
327830;2380533;2380533170057897;3119;
327831;1531276;1531276000603271;3119;
327833;36566;0036566007219456;3119;
327839;3604121;3604121000736780;Ruecklaeufer;
327844;287532;0287532509407648;3124;
327846;1532431;1532431007213635;3124;
327848;1610187;1610187085399293;3124;
327849;86280;0086280;3124;
327851;895540;0895540050951223;3124;
327861;107235;0107235023342642;3124;
327865;2622389;2622389170569259;Ruecklaeufer;
327870;2455418;2455418033003132;Ruecklaeufer;
327871;2622330;2622330170410553;Ruecklaeufer;
327872;2622330;2622330170410546;Ruecklaeufer;
327874;2369650;2369650004014073;Ruecklaeufer;
327875;1766252;1766252175630490;Ruecklaeufer;
327876;2622330;2622330170410782;Ruecklaeufer;
327877;1799139;1799139;Ruecklaeufer;
327879;1799139;1799139;Ruecklaeufer;
327880;2436996;2436996;Ruecklaeufer;
327886;3143435;3143435;3127;
327887;689745;0689745;3127;
327890;3181716;3181716009912361;3127;
327895;3181815;3181815004900493;3127;
327904;1075316;1075316013728444;3127;
327906;2314235;2314235;3127;
327908;3181716;3181716009912354;3127;
327913;121012;0121012062326358;3127;
327914;2388692;2388692004310941;3127;
327915;1075316;1075316013728505;3127;
327918;1797737;1797737;Ruecklaeufer;
327919;2661007;2661007007788497;Ruecklaeufer;
327923;29025;0029025028657352;3132;
327926;1351394;1351394;3132;
327928;1547470;1547470022802143;3132;
327930;818708;0818708118868574;3132;
327932;2225779;2225779;3132;
327933;127035;0127035;3132;
327934;1414390;1414390035238568;3132;
327938;1445170;1445170007372168;3132;
327944;321596;0321596150946577;3132;
327946;1075027;1075027;3132;
327950;1517200;1517200238854129;3137;
327953;3181732;3181732014292434;3137;
327954;3023371;3023371001496379;3137;
327958;1417468;1417468028524640;3137;
327960;635714;0635714004637260;3137;
327961;103895;0103895009491647;3137;
327964;284497;0284497;3137;
327966;1770742;1770742003756087;Ruecklaeufer;
327967;1799139;1799139;Ruecklaeufer;
327971;2565950;2565950;3140;
327972;2565950;2565950;3140;
327973;2680221;8427324890711;3140;
327974;102053;0102053;3140;
327976;2881084;2881084;Ruecklaeufer;
327977;2881084;2881084;Ruecklaeufer;
327982;137547;0137547;3145;
327984;1416676;1416676054889980;3145;
327987;2217859;2217859161371816;3145;
327993;2662757;2662757201399409;3145;
327995;2660272;2660272;3145;
327997;1498104;1498104;3145;
327999;1286269;1286269;Ruecklaeufer;
328003;2436996;2436996;Ruecklaeufer;
328006;2623759;2623759;Ruecklaeufer;
328008;2993343;2993343;Ruecklaeufer;
328012;3391315;3391315;3150;
328013;3391315;3391315;3150;
328016;2449627;2449627002723769;3150;
328017;2545986;2545986002679401;3150;
328018;2703411;2703411;3150;
328022;3181757;3181757013068293;3155;
328026;44057;0044057167991676;3155;
328027;44057;0044057166925375;3155;
328028;1597210;1597210;3155;
328029;44057;0044057167991829;3155;
328030;249409;0249409;3155;
328033;2621936;2621936;3155;
328035;867556;0867556054064019;3155;
328037;2893634;2893634013676158;3155;
328043;1027697;1027697022701028;3160;
328045;3090230;3090230003125668;3160;
328046;3181773;3181773016372267;3160;
328047;1406313;1406313;Ruecklaeufer;
328050;2744761;2744761019540192;Ruecklaeufer;
328063;2707180;2707180170049204;Ruecklaeufer;
328064;2707180;2707180170049235;Ruecklaeufer;
328065;2707180;2707180170049198;Ruecklaeufer;
328066;1563402;1563402;Ruecklaeufer;
328072;2993376;2993376;Ruecklaeufer;
328073;2990190;2990190;Ruecklaeufer;
328075;2990190;2990190;Ruecklaeufer;
328076;2990174;2990174;Ruecklaeufer;
328078;2990190;2990190;Ruecklaeufer;
328079;2990190;2990190;Ruecklaeufer;
328080;2664225;2664225;Ruecklaeufer;
328086;1404920;1404920054663381;3163;
328089;1391077;1391077071153535;3163;
328095;2736353;2736353006229138;3163;
328096;1654086;1654086;3163;
328098;3370244;3370244004123601;3163;
328102;2736353;2736353006229121;3163;
328106;1464015;1464015021620657;3163;
328108;468769;0468769010319594;3163;
328109;1543313;1543313052843943;Ruecklaeufer;
328111;2639730;2639730032119882;3168;
328112;3007952;3007952;3168;
328113;1361542;1361542055184625;3168;
328114;2399640;2399640181119679;3168;
328116;1791029;1791029170221871;3168;
328122;134882;0134882;3168;
328123;3068590;3068590;3168;
328124;826743;826743;3168;
328125;444166;0444166037486313;3168;
328127;292185;0292185008252336;3168;
328130;1085141;1085141042639938;3171;
328131;1085141;1085141042639945;3171;
328133;2084556;2084556020299819;3171;
328137;2047371;2047371022088907;3171;
328142;1517200;1517200239224068;3171;
328147;2455418;2455418032997708;Ruecklaeufer;
328152;1411727;1411727;Ruecklaeufer;
328153;3094984;3094984005487588;Ruecklaeufer;
328154;3094976;3094976003266395;Ruecklaeufer;
328156;2993343;2993343;Ruecklaeufer;
328157;2993376;2993376;Ruecklaeufer;
328158;2993350;2993350;Ruecklaeufer;
328159;1132885;1132885052860254;Ruecklaeufer;
328160;1132885;1132885052860247;Ruecklaeufer;
328161;1132885;1132885052860193;Ruecklaeufer;
328162;1132885;1132885052860186;Ruecklaeufer;
328163;1132885;1132885052860131;Ruecklaeufer;
328164;1132885;1132885052860124;Ruecklaeufer;
328165;1132885;1132885052860070;Ruecklaeufer;
328166;1132885;1132885052860063;Ruecklaeufer;
328167;1132885;1132885052860018;Ruecklaeufer;
328168;1132885;1132885052860001;Ruecklaeufer;
328175;2881100;2881100;Ruecklaeufer;
328177;2881100;2881100;Ruecklaeufer;
328178;2881100;2881100;Ruecklaeufer;
328186;92502;0092502018638554;Ruecklaeufer;
328187;92502;0092502018638523;Ruecklaeufer;
328188;92502;0092502018638516;Ruecklaeufer;
328189;92502;0092502018638509;Ruecklaeufer;
328198;92502;0092502018638370;Ruecklaeufer;
328199;92502;0092502018638363;Ruecklaeufer;
328200;92502;0092502018638356;Ruecklaeufer;
328201;2881100;2881100;Ruecklaeufer;
328202;2881100;2881100;Ruecklaeufer;
328203;2881100;2881100;Ruecklaeufer;
328204;2881100;2881100;Ruecklaeufer;
328205;2881084;2881084;Ruecklaeufer;
328206;2881084;2881084;Ruecklaeufer;
328207;2881084;2881084;Ruecklaeufer;
328208;2881084;2881084;Ruecklaeufer;
328209;2881084;2881084;Ruecklaeufer;
328210;2881084;2881084;Ruecklaeufer;
328211;2881084;2881084;Ruecklaeufer;
328212;2881084;2881084;Ruecklaeufer;
328213;2881084;2881084;Ruecklaeufer;
328214;2881084;2881084;Ruecklaeufer;
328215;2881084;2881084;Ruecklaeufer;
328216;2881084;2881084;Ruecklaeufer;
328217;2881084;2881084;Ruecklaeufer;
328218;2881084;2881084;Ruecklaeufer;
328219;2881084;2881084;Ruecklaeufer;
328220;1695691;1695691;Ruecklaeufer;
328221;1695691;1695691;Ruecklaeufer;
328222;1695691;1695691;Ruecklaeufer;
328223;1695691;1695691;Ruecklaeufer;
328224;1695691;1695691;Ruecklaeufer;
328225;1695691;1695691;Ruecklaeufer;
328226;1695691;1695691;Ruecklaeufer;
328227;1695691;1695691;Ruecklaeufer;
328228;1695691;1695691;Ruecklaeufer;
328229;1695691;1695691;Ruecklaeufer;
328230;1695691;1695691;Ruecklaeufer;
328231;1695691;1695691;Ruecklaeufer;
328236;2622264;2622264175473919;Ruecklaeufer;
328237;1430636;1430636054340904;Ruecklaeufer;
328238;1430636;1430636054340904;Ruecklaeufer;
328239;1430636;1430636054340829;Ruecklaeufer;
328240;1430636;1430636054340812;Ruecklaeufer;
328242;2253615;2253615;Ruecklaeufer;
328245;2990760;2990760008542152;Ruecklaeufer;
328250;113969;0113969048131097;3174;
328252;36707;0036707007006831;3174;
328253;1414408;1414408035083498;3174;
328254;121012;0121012062523191;3174;
328255;1115716;1115716021347489;3174;
328256;2595528;2595528007114799;3174;
328258;2833036;2833036;3174;
328260;2340370;2340370003194556;Ruecklaeufer;
328262;1488717;1488717;Ruecklaeufer;
328264;2442051;2442051;Ruecklaeufer;
328268;42887;0042887;3177;
328270;1488782;1488782031071242;3177;
328272;2910800;2910800;3177;
328275;1071190;1071190028617597;3177;
328276;1775055;1775055;3177;
328277;98194;0098194;3177;
328279;91173;0091173006299647;3177;
328281;2246544;2246544003140775;3177;
328282;127035;0127035;3177;
328283;98194;0098194;3177;
328287;3622404;3622404;3182;
328288;3087962;3087962;3182;
328291;125575;0125575703181465;3182;
328293;2103349;2103349006131494;3182;
328295;3401700;4057599000535;3182;
328300;428474;0428474;3182;
328307;1677863;1677863172428590;3182;
328308;1677863;1677863172428804;3182;
328310;1677863;1677863172428897;3182;
328312;35717;0035717027336529;3182;
328313;2349918;2349918027460250;3182;
328317;2320430;2320430009720367;Ruecklaeufer;
328318;2320430;2320430009720374;Ruecklaeufer;
328320;2207512;2207512022675883;Ruecklaeufer;
328321;1766278;1766278173138592;Ruecklaeufer;
328323;2622389;2622389170569549;Ruecklaeufer;
328324;2660884;2660884010312526;Ruecklaeufer;
328325;1125301;1125301;Ruecklaeufer;
328326;324095;0324095;Ruecklaeufer;
328331;17301;0017301030825091;Ruecklaeufer;
328332;1799766;1799766;Ruecklaeufer;
328333;113969;0113969048131127;Ruecklaeufer;
328334;439216;0439216;Ruecklaeufer;
328336;2881084;2881084;Ruecklaeufer;
328337;2226314;2226314;Ruecklaeufer;
328340;1204692;1204692016037425;3188;
328342;841965;0841965021277789;3188;
328343;841965;0841965021277765;3188;
328345;37556;0037556;3188;
328346;3110731;3110731006369033;3188;
328348;1517200;1517200239205920;3188;
328349;841965;0841965021277741;3188;
328350;1337419;1337419;3188;
328351;3049517;3049517;3188;
328352;1487362;1487362008469497;3188;
328353;94987;0094987043499154;3188;
328359;34637;0034637033890437;3188;
328363;94987;0094987043499147;3188;
328364;3010253;3010253;3188;
328367;685313;0685313;3188;
328369;2445468;2445468002470918;3189;
328370;671461;0671461;3189;
328376;2065548;2065548005637377;3189;
328380;1499185;1499185061198396;3189;
328381;2464972;2464972001237106;3189;
328382;2065563;2065563007402822;3189;
328384;2218279;2218279014123888;3189;
328385;2218279;2218279014123871;3189;
328389;2557155;2557155016516797;Ruecklaeufer;
328390;2557155;2557155016516728;Ruecklaeufer;
328391;2557155;2557155016516803;Ruecklaeufer;
328393;2555118;2555118011082515;Ruecklaeufer;
328394;2072874;2072874;Ruecklaeufer;
328396;16832;0016832038953482;Ruecklaeufer;
328397;676296;0676296025431586;Ruecklaeufer;
328403;835017;0835017028978127;3193;
328405;825638;0825638;3193;
328408;2549327;2549327002960032;3193;
328409;2595551;2595551008285328;3193;
328412;2312577;2312577003413268;3193;
328414;1463702;1463702047285984;3193;
328415;825638;0825638;3193;
328417;2990745;2990745005222443;3193;
328419;135913;0135913111405082;3193;
328423;2881084;2881084;Ruecklaeufer;
328424;2881084;2881084;Ruecklaeufer;
328425;2881084;2881084;Ruecklaeufer;
